1	2	1
1	19	1
1	38	1
2	1	1
2	3	1
2	4	1
2	5	1
2	6	1
2	7	1
2	8	1
2	9	1
2	10	1
2	11	1
2	12	1
2	13	1
2	14	1
2	15	1
2	16	1
2	17	1
2	22	1
2	23	1
3	2	1
3	19	1
4	2	1
4	19	1
4	38	1
5	2	1
6	2	1
7	2	1
8	2	1
9	2	1
10	2	1
10	19	1
11	2	1
12	2	1
13	2	1
13	19	1
14	2	1
15	2	1
15	38	1
16	2	1
17	2	1
18	19	1
19	1	1
19	3	1
19	4	1
19	10	1
19	13	1
19	18	1
19	20	1
19	21	1
19	24	1
19	25	1
19	26	1
19	27	1
19	28	1
19	29	1
19	30	1
19	31	1
19	32	1
19	33	1
19	34	1
19	35	1
19	36	1
20	19	1
21	19	1
22	2	1
23	2	1
24	19	1
25	19	1
26	19	1
27	19	1
28	19	1
29	19	1
30	19	1
31	19	1
32	19	1
33	19	1
34	19	1
35	19	1
36	19	1
37	38	1
38	1	1
38	4	1
38	15	1
38	37	1
38	39	1
38	40	1
38	41	1
38	42	1
38	43	1
38	44	1
38	45	1
39	38	1
40	38	1
41	38	1
42	38	1
43	38	1
44	38	1
45	38	1
