101,107
101,0
101,1
101,94
101,8
101,812
101,1231
101,1436
101,10777
101,10816
101,12230
107,1
107,94
107,8282
107,12
107,32
94,107
94,1
94,9
94,22
94,633
8,1
8,32
8,505
8,27
8,29
8,53
8,213
8,270
8,347
8,610
8,7
8,9
8,54
8,55
8,74
8,516
8,129
8,150
8,242
8,298
8,362
8,369
8,559
8,227
8,657
8,669
8,732
8,856
8,867
8,892
8,903
8,917
8,931
8,971
8,22
8,60
8,167
8,33
8,79
8,85
8,93
8,134
8,225
8,249
8,257
8,260
8,273
8,439
8,324
8,338
8,355
8,376
8,377
8,378
8,389
8,390
8,391
8,393
8,401
8,420
8,421
8,426
8,430
8,438
8,578
8,591
8,1524
8,1651
8,1691
8,143
8,663
8,714
8,755
8,108
8,385
8,465
8,558
8,609
8,625
8,632
8,710
8,753
8,791
8,948
8,949
8,981
8,1048
8,1077
8,1102
8,1132
8,1294
8,1337
8,1383
8,1473
8,1542
8,1579
8,1617
8,1673
8,1711
8,1716
8,1755
8,1814
8,1854
8,1888
8,1900
8,1909
8,1947
8,1948
8,1965
8,1975
8,2020
8,2027
8,2028
8,2123
8,2124
8,2197
8,2228
8,2277
8,2298
8,2302
8,2354
8,2506
8,2588
8,2701
8,2864
8,2926
8,3084
8,3480
8,3517
8,3828
8,3962
8,4302
8,4760
8,5060
8,5188
8,5466
8,5563
8,5743
8,5759
8,5817
8,5996
8,6135
8,6380
8,7568
8,8383
8,9128
8,12366
8,12890
8,13305
8,13306
8,13456
8,14608
8,14674
8,15469
8,16268
8,16531
8,17155
8,17665
8,24982
812,1
812,1436
812,2543
812,824
812,3025
812,721
812,732
812,858
812,936
812,1491
812,1835
812,1841
812,1963
812,2192
812,2399
812,3172
812,5542
812,690
812,3966
812,8293
812,85
812,297
812,406
812,431
812,438
812,578
812,703
812,870
812,992
812,993
812,1034
812,1054
812,1166
812,1247
812,1252
812,1296
812,1427
812,1470
812,1475
812,1524
812,1533
812,1548
812,1570
812,1596
812,1704
812,1836
812,2250
812,2296
812,2686
812,2469
812,3723
812,1192
812,1918
812,816
812,821
812,863
812,877
812,1156
812,2505
812,2746
812,3004
812,3586
812,558
812,1048
812,1383
812,1716
812,2870
812,3536
812,4042
812,71
812,203
812,331
812,349
812,607
812,761
812,762
812,804
812,886
812,907
812,940
812,945
812,946
812,957
812,958
812,967
812,1017
812,1030
812,1096
812,1136
812,1185
812,1210
812,1229
812,1238
812,1249
812,1278
812,1283
812,1284
812,1295
812,1318
812,1359
812,1373
812,1377
812,1384
812,1412
812,1443
812,1481
812,1495
812,1520
812,1541
812,1546
812,1564
812,1565
812,1584
812,1607
812,1645
812,1652
812,1657
812,1660
812,1725
812,1729
812,1745
812,1834
812,1846
812,1887
812,1892
812,1907
812,1926
812,1986
812,1989
812,1990
812,1991
812,2065
812,2070
812,2072
812,2075
812,2078
812,2127
812,2133
812,2143
812,2209
812,2240
812,2251
812,2327
812,2328
812,2383
812,2384
812,2409
