0,1
16126,1
28812,1
38150,1
43019,1
56181,1
74426,1
81664,1
919,2
6496,2
17038,2
1641,2
2751,2
3962,2
915,2
367,2
24327,2
14431,2
23468,2
33529,2
65604,2
2431,3
2430,3
17016,3
1878,3
35110,3
2394,4
1140,4
11209,4
5415,4
9973,4
2395,4
11302,4
17475,4
3228,4
27366,4
17930,4
18413,4
37792,4
38092,4
64628,4
67627,4
73415,4
3538,5
9804,5
484,5
2571,5
5104,5
19811,5
13288,5
7677,5
18188,5
13983,5
19271,5
20190,5
7404,5
29409,5
29478,5
40897,5
43373,5
50817,5
54053,5
54056,5
61310,5
61328,5
64200,5
76479,5
76991,5
78199,5
78234,5
78435,5
78459,5
78473,5
5331,6
5332,6
6809,6
15964,6
4614,6
4611,6
5334,6
6987,6
63812,6
4769,7
4987,7
28780,7
70457,7
12918,7
20000,7
74137,7
15019,8
20203,8
5787,8
41245,8
51076,8
15398,9
12354,9
27084,9
15423,10
4001,10
14840,10
28895,10
28748,10
1,11
50,11
51,11
360,11
9005,11
18841,11
23436,11
27941,11
32882,11
39617,11
39942,11
52102,11
53317,11
64616,11
71035,11
75421,11
76492,11
126,12
19,12
95,12
902,12
14,12
280,12
1531,12
1704,12
3184,12
1825,12
5560,12
6236,12
20034,12
26054,12
26215,12
26836,12
26990,12
63884,12
64417,12
64979,12
73514,12
76863,12
79006,12
79079,12
79096,12
732,13
8314,13
7551,13
48,13
733,13
946,13
198,13
7025,13
15512,13
20174,13
39356,13
40124,13
41102,13
41108,13
41165,13
41705,13
49436,13
64560,13
64912,13
283,14
19987,14
74274,14
419,15
13488,15
10240,15
52416,15
52793,15
71639,15
807,16
237,16
1220,16
18237,16
24971,16
755,16
276,16
12669,16
13752,16
5368,16
1020,16
6313,16
19991,16
24934,16
27162,16
29632,16
31250,16
42397,16
52896,16
57758,16
57764,16
58001,16
66737,16
68456,16
70565,16
80730,16
929,17
927,17
4859,17
1376,18
2484,18
8437,18
2659,18
7666,18
467,18
96,18
525,18
13855,18
2198,18
1191,18
7164,18
3434,18
13104,18
17013,18
2370,18
13024,18
7031,18
2521,18
8470,18
25450,18
17562,18
4089,18
2326,18
9607,18
21129,18
8734,18
9977,18
11361,18
12934,18
12950,18
13039,18
13239,18
13259,18
13338,18
13560,18
17048,18
19224,18
19496,18
20120,18
25577,18
25738,18
27218,18
36311,18
36816,18
36839,18
36859,18
36884,18
37963,18
42148,18
45846,18
55776,18
56565,18
56681,18
56749,18
56791,18
61152,18
61283,18
62499,18
68753,18
69281,18
69300,18
69307,18
75016,18
75093,18
2826,19
10315,19
5208,19
1474,19
18541,19
119,19
7473,19
2767,19
2901,19
12141,19
2461,19
10513,19
25308,19
4618,19
1469,19
24963,19
20716,19
8176,19
7882,19
3978,19
10483,19
10324,19
10714,19
13090,19
15312,19
15316,19
24918,19
24945,19
24980,19
42384,19
42394,19
42406,19
48471,19
65066,19
65070,19
67158,19
71119,19
79040,19
81027,19
4269,20
4267,20
5766,20
6837,20
3122,20
6759,20
3132,20
4313,20
2276,20
4366,20
3366,20
24855,20
5272,20
3134,20
4373,20
5269,20
5765,20
7288,20
8638,20
13167,20
37095,20
3319,21
4043,21
3320,21
4687,22
4182,22
2055,22
20020,22
28645,22
73214,22
75882,22
76307,22
79617,22
10407,23
10408,23
6521,23
14555,23
52279,23
12851,24
13262,24
7100,24
8363,24
5725,24
14197,24
23936,24
28553,24
28781,24
30573,24
70709,24
70829,24
77861,24
19777,25
19776,25
42111,25
23381,26
6294,26
23582,26
52369,26
57039,26
71,27
799,27
1022,27
5406,27
5185,27
175,27
590,27
1999,27
3461,27
8527,27
5888,27
6016,27
15096,27
1013,27
7634,27
3163,27
55,27
814,27
331,27
1499,27
724,27
2697,27
3162,27
3504,27
3178,27
5479,27
5224,27
5352,27
5446,27
5460,27
5909,27
7475,27
7479,27
7627,27
7785,27
8153,27
8535,27
8545,27
8995,27
10129,27
10251,27
11045,27
11332,27
11354,27
12370,27
13272,27
13458,27
13665,27
13667,27
15980,27
17718,27
18880,27
19031,27
19280,27
19624,27
19757,27
20206,27
21349,27
21357,27
22298,27
23919,27
27183,27
41218,27
41636,27
43110,27
44024,27
44112,27
45255,27
45259,27
45260,27
45270,27
45274,27
50670,27
53335,27
53348,27
53361,27
53851,27
53855,27
56203,27
56234,27
58280,27
58438,27
58445,27
60449,27
61996,27
65550,27
67734,27
67752,27
67773,27
69014,27
81377,27
90,28
603,28
1893,28
1481,28
2871,28
4477,28
4394,28
5670,28
5755,28
5843,28
6512,28
6596,28
6644,28
7126,28
7693,28
10397,28
10634,28
11483,28
11548,28
15956,28
17886,28
20364,28
21084,28
28329,28
42123,28
42893,28
44305,28
53787,28
53931,28
54219,28
54341,28
67903,28
67953,28
71704,28
72055,28
72089,28
73352,28
73362,28
74399,28
91,29
995,29
1506,29
5904,29
5463,29
6705,29
15615,29
21069,29
26387,29
47902,29
48706,29
71833,29
79023,29
7000,30
2,30
315,30
334,30
1032,30
355,30
364,30
505,30
4974,30
4156,30
4764,30
5977,30
6109,30
7172,30
7536,30
8551,30
13743,30
14132,30
21570,30
21583,30
21801,30
22511,30
22630,30
22953,30
23036,30
23059,30
28109,30
35020,30
42094,30
42284,30
42330,30
44926,30
44937,30
44946,30
44957,30
48238,30
48285,30
48340,30
48369,30
49424,30
49993,30
50182,30
50209,30
56530,30
56540,30
56551,30
56559,30
56619,30
64269,30
76987,30
389,31
7,31
1097,31
851,31
20941,31
1431,32
4928,32
913,32
554,32
363,32
192,32
2059,32
9638,32
11497,32
11520,32
12894,32
15988,32
20760,32
50379,32
61379,32
27220,33
208,33
11627,33
465,33
207,33
1724,33
572,33
1004,33
4152,33
9847,33
16100,33
16650,33
16659,33
21127,33
23535,33
26185,33
26551,33
27168,33
29298,33
29341,33
40118,33
44866,33
52512,33
63450,33
65788,33
76737,33
76751,33
76853,33
76881,33
263,34
15,34
3123,34
9110,34
13400,34
16819,34
25212,34
1455,35
1379,35
1456,35
3001,35
294,35
4885,35
20332,35
48315,35
71589,35
1624,36
3408,36
10590,36
683,36
421,36
7335,36
1275,36
2157,36
25498,36
1665,36
29185,36
6593,36
11849,36
430,36
1622,36
3679,36
2278,36
14728,36
23265,36
23760,36
14253,36
6757,36
588,36
5574,36
6934,36
7613,36
8305,36
8943,36
9802,36
10331,36
10713,36
25238,36
25814,36
29012,36
30049,36
33152,36
44787,36
50971,36
53596,36
56310,36
60409,36
60444,36
60459,36
60478,36
60912,36
62322,36
62375,36
62378,36
69039,36
74385,36
75250,36
75340,36
75433,36
12981,37
436,37
16416,37
1212,37
40291,37
48544,37
64745,37
76038,37
76783,37
751,38
1450,38
12297,38
873,38
2166,38
7921,38
27651,38
3201,38
1326,38
7355,38
7023,38
2262,38
18102,38
3109,38
11895,38
9323,38
27634,38
5945,38
27629,38
2772,38
752,38
2776,38
2793,38
6976,38
9246,38
10092,38
10097,38
11932,38
12137,38
12164,38
13283,38
14163,38
16393,38
16399,38
17695,38
17760,38
17910,38
24691,38
25003,38
27656,38
40408,38
43131,38
43134,38
836,39
2524,39
7841,39
2768,39
2516,39
2843,39
320,39
956,39
5236,39
29551,39
2097,39
8142,39
2673,39
12368,39
16923,39
2983,39
28912,39
1382,39
20650,39
1495,39
980,39
1147,39
1352,39
14550,39
24507,39
24953,39
31801,39
36169,39
37360,39
65468,39
71548,39
72040,39
72069,39
73468,39
73796,39
79927,39
80929,39
80967,39
81497,39
2302,40
152,40
190,40
1227,40
3432,40
6411,40
5078,40
196,40
3324,40
5277,40
10486,40
5188,40
330,40
5329,40
5879,40
7764,40
2788,40
11218,40
13208,40
26608,40
4492,40
3862,40
6978,40
12094,40
13996,40
5475,40
2372,40
3384,40
3168,40
4478,40
14455,40
14503,40
2429,40
6220,40
3529,40
935,40
6191,40
5431,40
4607,40
542,40
5894,40
16004,40
6204,40
5890,40
10242,40
6189,40
327,40
4408,40
12120,40
29584,40
18124,40
13871,40
18095,40
29576,40
10363,40
15635,40
2022,40
25536,40
12794,40
16030,40
2296,40
2508,40
3079,40
4494,40
5885,40
5943,40
5807,40
5930,40
5996,40
7174,40
8924,40
9611,40
10087,40
10113,40
10117,40
10298,40
10394,40
10910,40
11157,40
12424,40
14457,40
14523,40
15001,40
15548,40
16115,40
16168,40
18204,40
19315,40
19320,40
19383,40
19402,40
19887,40
19986,40
20003,40
20149,40
21124,40
21334,40
22042,40
23296,40
23841,40
26498,40
26541,40
26605,40
27695,40
28077,40
29972,40
33717,40
34067,40
34156,40
34197,40
37458,40
37732,40
37743,40
37753,40
37768,40
40186,40
43253,40
43271,40
43279,40
43381,40
43738,40
43743,40
43747,40
46622,40
47419,40
47433,40
47446,40
51151,40
52225,40
52263,40
52914,40
52920,40
53324,40
53755,40
59027,40
59035,40
60227,40
60238,40
67077,40
67080,40
76585,40
76628,40
76658,40
77024,40
77147,40
77151,40
77470,40
77476,40
79377,40
79677,40
1211,41
754,41
1144,41
7963,41
11874,41
10381,41
11401,41
64362,41
79517,41
